	TE	position	score	3v5_effect	MeanCoverage	Coverage_effect	size_ratio	full_length	size_effect	Metric	Activated
16	L1PA4_dup621	chr1:187829878-187831552	-0.3195803404630221	1.0	0.0033851055356431702	0.003967409197229361	0.272150869777272	0	1.0	-0.0012679059820066845	0
17	L1PA3_dup9580	chr15:44740552-44744469	0.0099071062504968	0.9963437891352771	0.013615862479788953	0.025782235171686842	0.6359798668615035	0	1.0	0.0002544934469937645	0
18	L1PA6_dup2122	chr5:119439180-119445196	0.5235844955117157	1.0453895975942853	0.0004432624113475177	0.0004525718789289606	0.9756730457346741	0	1.0	0.0002477151206603113	0
19	L1PA6_dup2295	chr6:9876969-9877663	0.1122442834610625	1.0453895768664365	0.0004803073967339097	0.0004912474677246476	0.11255270840090821	0	0.4672798120195703	2.693517122655943e-05	0
20	L1HS_dup1460	chr16:47645703-47646543	0.1938945084008005	0.9288870840893132	0.7753968253968253	1.5901285566899712	0.13886592825260374	0	0.8041703359957351	0.23030783831988388	0
21	L1PA3_dup671	chr1:219839331-219845537	0.1172733088136941	1.0453895975942853	0.018315608550864754	0.043231775936092544	1.0076311089462575	1	1.0	0.005300055647223803	0
22	L1PA3_dup1127	chr2:113471482-113477545	2.7653524790255632	0.9975593041363041	0.028093902908351204	0.10488669788108536	0.9844130540672187	0	1.0	0.28934076936430575	0
23	L1HS_dup957	chr9:103237486-103241471	1.525532088809602	1.0454362416688934	0.043580092011710585	0.33632526396715295	0.6587865762936023	0	1.0	0.5363871813565334	0
24	L1PA3_dup6201	chrX:16598097-16599238	0.5241719944734439	0.9866888724055161	0.009348524685947998	0.014491648754520846	0.185257346971911	0	1.0	0.0074950035558319795	0
25	L1PA3_dup5090	chr7:150153077-150154236	0.1122442834610625	0.9939136227338146	0.04889272361230946	0.48406399887973744	0.1881798993343075	0	1.0	0.054002723031334	0
26	L1PA2_dup4622	chr17:68872025-68872587	1.1758146333474508	1.0458078607659202	0.06168446026097272	1.0016782397284119	0.09292328042328042	0	0.3009723178862116	0.3707196060505501	0
27	L1PA7_dup5866	chr7:16254876-16256921	-0.3204448582099137	0.9963425734709807	0.0	0.0	0.31626971852768326	0	1.0	-0.0	0
28	L1PA2_dup463	chr2:97174545-97176908	0.11197154606667	0.9688636716849696	0.025532515164339117	0.08453595449772512	0.390707671957672	0	1.0	0.009170896823875665	0
29	L1PA6_dup4113	chr10:27679098-27679283	0.1122379790843767	0.9783054969633664	0.0018018018018018018	0.0019606459270073307	0.030003243593902044	0	0.0438498156996608	9.440201753160647e-06	0
30	L1PA4_dup11165	chr18:37826601-37828188	0.1122442834610625	1.0537082250224894	0.012392354547363997	0.022157132016177424	0.25800682815802306	0	1.0	0.0026205843749729733	0
31	L1PA2_dup2950	chrX:47783672-47789697	0.5682998545253377	0.9689144308249849	0.1373167358229599	1.0765320163789946	0.99619708994709	0	1.0	0.5927750550414606	0
32	L1PA4_dup2390	chr3:142323885-142324911	1.665605098880952	1.04676289931369	0.06595191682910981	1.0059283566756312	0.16680214599252155	0	1.0	1.7538296744716626	0
33	L1PA2_dup2949	chrX:47072641-47073409	-0.1597112012776244	1.0456223045918653	0.033854166666666664	0.1655858854682426	0.12698412698412698	0	0.6327589821257158	-0.01749733265494673	0
34	L1PA3_dup7608	chr10:64924286-64930261	0.366766823497087	1.0470638165443829	0.05919107391910739	0.949799377269357	0.9701250202955025	0	1.0	0.36474981169291393	0
35	L1PA6_dup2657	chr6:157188095-157188217	-0.6646549507273715	0.9866698089112422	0.0	0.0	0.01978592280246513	0	0.025411771521348447	-0.0	0
36	L1PA3_dup3517	chr5:82048453-82049563	0.0355276829229718	0.9783054969633689	0.00960960960960961	0.015079857452753784	0.18022406234778374	0	1.0	0.0005241295121642554	0
37	L1HS_dup705	chr6:102820721-102820994	0.5682998545253377	1.0456690125460213	0.007326007326007325	0.010328927525450133	0.045131426682096215	0	0.07986814090077203	0.0004902307946925009	0
38	L1PA3_dup10272	chr18:79635995-79636464	0.0790999900886994	1.0453428886695564	0.0035536602700781805	0.004198007042974188	0.07614872544244196	0	0.19949253175376633	6.924764415878455e-05	0
39	L1PA3_dup9528	chr15:30066162-30066746	0.1122379790843767	1.0456225578712273	0.001141552511415525	0.0012043220436095403	0.09482058775775289	0	0.3145763363397773	4.446143424697129e-05	0
40	L1PA6_dup2330	chr6:29156608-29157967	2.5438210860230965	1.0464597703814529	0.0051508462104488595	0.006557996289997338	0.22040220564385338	0	1.0	0.017457428289077172	0
41	L1HS_dup23	chr1:73193584-73195007	-0.3204448582099137	1.0453895975942853	0.05012883579292574	0.5259186122596057	0.23524549512316084	0	1.0	-0.1761773293868874	0
43	L1PA7_dup7018	chr8:120179166-120180116	1.0584964565433288	1.0	0.0031578947368421048	0.0036618915516731234	0.1469223631302196	0	0.9420892174540504	0.0036516312919589178	0
44	L1PA3_dup3585	chr5:95829248-95830248	3.4306208742849047	0.9866712772722175	0.023333333333333334	0.0696851417700036	0.1623640201331385	0	1.0	0.2358768935171487	0
45	L1PA2_dup3425	chr10:10650858-10656884	6.045286121648444	1.046134955869229	0.05183095475163182	0.588955293757579	0.9963624338624338	0	1.0	3.724662311068031	1
46	L1PA3_dup7649	chr10:80480361-80480943	0.5235844955117157	1.0456687233253885	0.004581901489117984	0.005680051294833417	0.0944958597174866	0	0.31221412404100324	0.0009709250351617155	0
47	L1HS_dup881	chr8:91520161-91521376	8.37782966943943	0.03535831743106822	0.9577503429355282	1.6833436186371586	0.20085964622251612	0	1.0	0.49865008084703366	0
48	L1PA2_dup2567	chr8:93405813-93411825	2.100250067468619	1.0	0.5003881126635618	1.402494229305623	0.9940476190476191	0	1.0	2.9455885997234836	1
49	L1PA5_dup5844	chr8:106671518-106671963	-0.0964444426573002	1.0476590920925597	0.010486891385767791	0.01714760044249562	0.07241659886086249	0	0.18096833153405675	-0.00031354734800160243	0
50	L1PA3_dup5217	chr8:28816156-28820642	0.0126303819931354	1.0453429145406266	0.03432902362906821	0.17168908846449404	0.7283649943172593	0	1.0	0.0022668248258309962	0
51	L1PA7_dup3254	chr4:76345736-76346437	-0.3195803404630221	1.045529506134045	0.0	0.0	0.10841323847819363	0	0.4271362362050043	-0.0	0
52	L1PA6_dup2019	chr5:83850314-83850941	0.1122379790843767	1.0455294802345114	0.0026581605528973947	0.003011011248280299	0.1016866688290626	0	0.36796026448014596	0.0001300137909027113	0
53	L1PA4_dup5562	chr7:121249720-121253472	0.2005925126485497	1.0476635314776974	0.009594882729211088	0.015046353541736947	0.6099821167289872	0	1.0	0.0031620432600285154	0
54	L1PA4_dup4317	chr5:163380414-163381509	3.3783653731950767	0.9794973824354085	0.016742770167427704	0.036709589562786984	0.17801983417330516	0	1.0	0.12147570428895005	0
55	L1PA8_dup6763	chr14:59952651-59959063	0.2085212985530765	1.0953289557237715	0.001767519234768143	0.001920251743441265	0.989658897978083	0	1.0	0.0004385843771404023	0
56	L1PA5_dup7245	chrX:129670753-129672252	0.3377969848353339	1.0453895768664365	0.00578163219924394	0.007582081731625999	0.24393816110659072	0	1.0	0.0026774563293297422	0
57	L1PA5_dup3183	chr4:148596585-148599436	0.1122379790843767	1.046320980014678	0.00023383608090728398	0.00023641411137623376	0.46395443449959317	0	1.0	2.776375271374735e-05	0
58	L1PA4_dup9285	chr11:134089311-134090428	0.3654590132510923	0.9951282460350159	0.00417785735601313	0.005081970085422629	0.18159648837587383	0	1.0	0.0018482036991020593	0
59	L1PA6_dup982	chr3:23347972-23348017	0.5235844955117157	0.6811770302295762	0.022222222222222223	0.06299760806082098	0.007298086279597794	0	0.008003784261500217	0.00017983168208187403	0
60	L1PA3_dup7996	chr11:41887081-41887863	0.11197154606667	1.0	0.03580562659846547	0.19191206554274262	0.1269686637441143	0	0.6325582071372045	0.013592847655117842	0
61	L1PA7_dup9557	chr11:3265156-3270907	-0.4826129620298743	0.7846276006808635	0.0004636874746420912	0.0004738795463464164	0.8894215898546242	0	1.0	-0.0001794446551559478	0
62	L1PA3_dup1261	chr2:156528440-156530830	0.1122442834610625	1.0455294802345114	0.009483960948396094	0.014795257250865012	0.388050008118201	0	1.0	0.001736293084789076	0
63	L1PA4_dup8729	chr11:21100839-21101853	-0.3210912875610828	1.0	0.004602235371466141	0.005710700949493279	0.16485124370021134	0	1.0	-0.001833656320749095	0
64	L1PA5_dup9712	chr14:64913295-64913821	0.4982901125479372	0.9914921075792613	0.0031685678073510772	0.003676107325878995	0.08559804719283971	0	0.252714630566796	0.0004589761292634593	0
65	L1PA6_dup1538	chr4:75298847-75301125	0.1122379790843767	1.0459022483322822	0.000292654375182909	0.00029669804014759453	0.3694453454427506	0	1.0	3.4829369484381684e-05	0
66	L1PA6_dup396	chr1:201699024-201700730	-1.1901146941561398	1.0475218947140728	0.003712387651426339	0.0044182768250264366	0.2766785598443075	0	1.0	-0.005508138468513803	0
67	L1PA5_dup8007	chr11:20575360-20578922	0.1122379790843767	0.971199412087683	0.0018716077110237693	0.0020432829833620346	0.5796582587469488	0	1.0	0.00022272900008259389	0
68	L1PA2_dup3869	chr12:16707190-16709042	-0.0834223062850003	0.9571901731051026	0.1396688264938805	1.0788395630118979	0.3062169312169312	0	1.0	-0.08614643066964477	0
69	L1PA3_dup5889	chr9:41552105-41554555	-0.3210912875610828	1.0460879909262522	0.014965986394557824	0.03019081767716844	0.39779184932618933	0	1.0	-0.010140785897214987	0
70	L1PA4_dup9083	chr11:81534299-81540421	0.11197154606667	0.9914902270655114	0.001633453119895459	0.0017634800554994605	0.9952853194602503	0	1.0	0.00019577925201207916	0
71	L1PA4_dup3912	chr5:77410844-77410932	-0.3237774884094033	0.9902852025720118	0.0	0.0	0.014306616810274751	0	0.017144280201423497	-0.0	0
72	L1PA4_dup7048	chrX:54938375-54942399	-0.3210912875610828	1.0	0.0006626905235255135	0.0006836060327747597	0.6542025686880182	0	1.0	-0.00021949994124817134	0
73	L1PA2_dup3305	chrY:8540261-8540946	0.1122379790843767	0.9927003230398354	0.00194647201946472	0.002132487063111248	0.113260582010582	0	0.4744473360557039	0.00011272816023249904	0
74	L1PA4_dup576	chr1:177843249-177845562	-0.688866216393153	1.0	0.01988759187202767	0.0505331091555751	0.37603641684278977	0	1.0	-0.03481055170658322	0
75	L1PA5_dup4745	chr6:126861520-126864870	2.9632261409916087	0.9975609276901153	0.0030845771144278607	0.0035645967783605906	0.5451586655817738	0	1.0	0.010536943151142864	0
76	L1PA6_dup4413	chr11:42423237-42423713	0.1122379790843767	0.998778851064986	0.0014005602240896359	0.0014956259811713204	0.07719753486863444	0	0.2049407198770531	3.4360575905195436e-05	0
77	L1PA5_dup2037	chr3:96069890-96069982	0.3654590132510923	1.045947793353721	0.007246376811594203	0.010178579843422087	0.014971521562245729	0	0.018092575349487564	7.039410036104737e-05	0
78	L1PA4_dup10288	chr14:41290214-41291320	0.1122442834610625	0.9975593041363041	0.043701024713682944	0.3391764267976288	0.17980816127458948	0	1.0	0.03797769620024212	0
79	L1PA3_dup7061	chrX:139593344-139595737	0.4982901125479372	1.0	0.012536564981195153	0.022567060518088464	0.38853710017860044	0	1.0	0.011244943125434411	0
80	L1PA4_dup5729	chr8:6651673-6655456	-0.361286988324697	0.9724055669847598	0.005110582430170059	0.0064944599571643636	0.6150219476507884	0	1.0	-0.002281617297838556	0
81	L1PA7_dup3865	chr4:180468118-180472388	-0.1198591897134637	1.0	0.000624512099921936	0.0006430703894789485	0.660377358490566	0	1.0	-7.707789581166827e-05	0
82	L1PA3_dup5344	chr8:64560014-64560613	0.11197154606667	1.0	0.00667779632721202	0.009133154137106131	0.09725604805974995	0	0.33274944440883525	0.0003402873470781064	0
83	L1PA2_dup90	chr1:78845457-78851474	3.7522102175564296	1.0453895975942853	0.27139770649825495	1.204996820669301	0.9948743386243386	0	1.0	4.726625971958564	1
84	L1PA2_dup1922	chr6:69343186-69343464	0.1122379790843767	1.0	0.0035971223021582736	0.0042580183352430535	0.045965608465608467	0	0.08220712450066162	3.9287719728318446e-05	0
85	L1PA4_dup42	chr1:12905135-12907619	0.3377969848353339	0.7758905811947436	0.001610305958132045	0.0017366044325071515	0.40383677450821004	0	1.0	0.0004551527319031946	0
86	L1PA3_dup7189	chrY:7524760-7526236	0.8370491123534044	0.9975593041363041	0.012872628726287264	0.02354004734713694	0.23964929371651242	0	1.0	0.01965608383646004	0
87	L1HS_dup1474	chr16:84455766-84456371	-0.1093068322712398	0.5815293911174371	0.30137741046831956	1.2326445217677295	0.10001653165812531	0	0.35435216290011007	-0.027764631627842873	0
88	L1PA3_dup1533	chr2:234193089-234193844	2.962526529482107	1.0453895354383524	0.06269315673289183	1.0026830450712192	0.12258483520051956	0	0.5777787022209234	1.7941782883374506	0
89	L1PA6_dup1962	chr5:62508642-62508897	-0.3195803404630221	0.25498982410651605	0.0	0.0	0.04135582225105417	0	0.0697738707354998	-0.0	0
90	L1PA3_dup9841	chr16:56579295-56580126	0.11197154606667	1.0	0.030084235860409148	0.12330445019243923	0.13492450073063808	0	0.7433511023914471	0.010263143840976836	0
91	L1PA7_dup5244	chr6:75161534-75163671	0.11197154606667	1.0	0.00031196381219778506	0.00031656077124696854	0.3304979894834519	0	1.0	3.544579898058052e-05	0
92	L1PA4_dup9878	chr13:39592287-39595129	-0.0838465006184332	1.0	0.007975604034717336	0.01159257589960827	0.4620386928954642	0	1.0	-0.0009719969223357386	0
93	L1PA4_dup10607	chr15:50567181-50567332	-0.1115072241558397	0.9831305934997485	0.006622516556291391	0.0090341010831176	0.024548853844903268	0	0.03348662062821193	-3.316427313006218e-05	0
94	L1PA3_dup3613	chr5:99486284-99486666	0.5733804183177805	0.9927003230398354	0.02966841186736475	0.11925213556840332	0.062023055690858905	0	0.13590290610444453	0.009224778121896657	0
95	L1PA5_dup557	chr1:188837417-188837736	0.3654590132510923	0.6219291744787131	0.002089864158829676	0.0023050288019023433	0.05191212367778682	0	0.10009394633782613	5.2440131948228066e-05	0
96	L1PA2_dup2450	chr8:43391075-43397080	0.5235844955117157	0.8282559268646318	0.02697751873438801	0.0955820032375246	0.9928902116402116	0	1.0	0.04145027901974591	0
97	L1PA5_dup484	chr1:168708569-168708696	0.1122379790843767	1.0453895768664365	0.0026246719160104987	0.002968412323881336	0.02066720911310008	0	0.026841150591196492	9.34853070051463e-06	0
98	L1PA3_dup495	chr1:165018377-165019340	-0.0834223062850003	1.0466921860620282	0.016960886119764623	0.03757011258338959	0.15635655138821236	0	1.0	-0.0032805274087685217	0
99	L1PA8_dup2029	chr4:89525554-89527281	2.5450654551451413	1.0457139463822496	0.004632310364794442	0.005756131318218235	0.266553480475382	0	1.0	0.015319427989503028	0
100	L1PA7_dup8637	chrX:129400831-129401622	0.4982901125479372	0.9891080418809914	0.010956595027391486	0.018314594549914003	0.12233219919579338	0	0.574748576968843	0.005188014913725267	0
101	L1HS_dup380	chr4:19168540-19169288	1.0041485876761136	0.997559574878688	0.8796791443850268	1.6463304408354063	0.12365680277731857	0	0.590786847145587	0.9742819340607448	0
102	L1HS_dup124	chr1:237075265-237081293	4.509859281573163	1.0454362261239112	0.6108161911081619	1.4847732780486103	0.9965283517936849	0	1.0	7.000364905586002	1
103	L1PA7_dup5519	chr6:112958240-112960625	0.8034679625054237	0.986668340226708	0.0011180992313067784	0.0011782826550767187	0.36885245901639346	0	1.0	0.0009340911169882225	0
104	L1PA4_dup1659	chr2:213403417-213404723	0.4982901125479372	1.0	0.005104645227156712	0.006485109355654162	0.2123231994797594	0	1.0	0.0032314658707145926	0
105	L1PA6_dup2213	chr5:156810421-156812169	0.11197154606667	0.9975593041363041	0.00038138825324180017	0.00038827010990124286	0.2834901070385988	0	1.0	4.3369094745328585e-05	0
106	L1PA3_dup1596	chr3:10052696-10053569	0.2321617768620737	0.8548617133024419	0.04543718976708668	0.38256128835418396	0.1417437895762299	0	0.8512628635582371	0.06463255058735261	0
107	L1PA2_dup3461	chr10:38000001-38001451	3.737697476651551	0.7077223664853954	0.061149425287356333	1.0011452178768865	0.23974867724867724	0	1.0	2.648281493379992	0
108	L1PA6_dup3671	chrX:75022831-75025947	0.7449098942500691	1.0456691780167233	0.001069747539580659	0.0011247753530276914	0.5053519299383717	0	1.0	0.000876120497306453	0
109	L1PA3_dup2006	chr3:111388835-111390765	-0.6402955038950996	0.9806865910094318	0.008290155440414509	0.012228821561158223	0.3133625588569573	0	1.0	-0.007678834322705148	0
110	L1PA3_dup3977	chr6:10228541-10230302	0.1122442834610625	1.0453429352581733	0.007571455612341473	0.010798554061281402	0.2859230394544569	0	1.0	0.0012670350449434662	0
111	L1PA4_dup10015	chr13:75708795-75711501	0.5733804183177805	1.0	0.002833210150283321	0.003235748017023122	0.4399284669159486	0	1.0	0.0018553145515716467	0
112	L1PA8_dup495	chr1:235699100-235699849	-0.8585277217097305	0.9783007420623715	0.0013351134846461947	0.0014213683085594953	0.11560425991665381	0	0.4988342210563904	-0.0005955107056136155	0
113	L1PA8_dup6583	chr13:84117058-84118350	1.0640737273240617	0.9927003230398354	0.002321981424148607	0.0025890706968514565	0.19941348973607037	0	1.0	0.0027348517732877996	0
114	L1PA3_dup7040	chrX:135048233-135048676	-1.0067450706261918	0.9878763911115822	0.0030097817908201654	0.0034659847352569205	0.07192726091898036	0	0.1786364921626352	-0.0006157705948893059	0
115	L1PA3_dup8376	chr12:17252945-17253401	0.5682998545253377	1.0453429248970991	0.031432748538011694	0.13724086073593708	0.07403799318071115	0	0.18885347053038326	0.015397305701028208	0
116	L1PA4_dup10392	chr14:59914392-59914619	0.1122442834610625	1.0	0.005873715124816447	0.007736171177325789	0.036904568362867825	0	0.05885546200704728	5.110661017736244e-05	0
117	L1PA7_dup4653	chr5:130175147-130176982	0.366766823497087	1.0453895354383524	0.0007266121707538601	0.0007517951232892657	0.2837921435199505	0	1.0	0.0002882489251808376	0
118	L1PA3_dup5253	chr8:41967770-41968686	0.1172733088136941	1.0	0.020378457059679767	0.05298600424096151	0.14872544244195487	0	0.9756481298879699	0.006062525315240447	0
119	L1PA2_dup521	chr2:128858985-128865016	1.4594137145267272	1.0458556831689978	0.2139501464654839	1.1508162294112283	0.9971891534391535	0	1.0	1.7565323869860692	0
120	L1HS_dup1037	chrX:82491201-82492166	2.2861467739087677	0.9783007420623738	0.7512953367875648	1.575992992703392	0.1595305009092412	0	1.0	3.5247699264636894	1
121	L1PA3_dup6294	chrX:37628447-37634592	5.145866964991104	1.045622739026133	0.009981014374830486	0.01593784185946556	0.9977269037181361	0	1.0	0.08575571787133711	0
122	L1PA7_dup2664	chr3:160712622-160713652	0.5682998545253377	0.9939136227338146	0.0012944983818770227	0.001375507192739069	0.15929477265697495	0	1.0	0.000776942813151568	0
123	L1PA4_dup10739	chr15:99883081-99884253	6.598290097913603	1.0460879031440218	0.006541524459613197	0.008889790526427152	0.19053812388229557	0	1.0	0.06136081414734794	0
124	L1PA8_dup3223	chr6:114658369-114659270	0.1173054721932045	0.9963421680698873	0.0014798372179060304	0.0015861693971418638	0.13906467047383855	0	0.8073480390537662	0.00014967082227482882	0
125	L1PA8_dup2234	chr4:144711323-144711607	-0.0836213118468237	1.0453895768664365	0.0011737089201877935	0.0012401150692077766	0.04383392498842414	0	0.07630940250536881	-8.27246960253653e-06	0
126	L1PA4_dup11003	chr17:35274371-35278179	0.1122442834610625	1.0466462189703813	0.0010504201680672268	0.001103453308344209	0.6190863274264348	0	1.0	0.00012963375522793128	0
127	L1PA7_dup12258	chr18:23296037-23296255	0.11197154606667	1.0	0.0	0.0	0.03371481596040829	0	0.051642469749408004	0.0	0
128	L1PA2_dup1523	chr5:29186604-29191259	1.2981598663124538	1.0453895975942853	0.05972073039742213	0.9823964248395287	0.7696759259259259	0	1.0	1.3331933108320413	0
129	L1PA2_dup552	chr2:144897599-144903603	1.0317669571673556	1.0454362416688934	0.02353986231401288	0.07098606578380096	0.9927248677248677	0	1.0	0.07656887637401406	0
130	L1PA3_dup2906	chr4:125748651-125749286	0.3654590132510923	1.0465529150120436	0.053018372703412066	0.6369425569787561	0.10310115278454295	0	0.3798129728824565	0.09252730873608371	0
131	L1PA3_dup5495	chr8:94414166-94414661	0.0251029173839885	0.9879097038745904	0.014814814814814814	0.02967476418523112	0.08037018996590356	0	0.22209886628293193	0.00016344628967081528	0
132	L1PA5_dup8249	chr11:46418407-46418659	-0.0838419030611083	1.045947216330887	0.0026455026455026454	0.0029948950072126615	0.04100895036615134	0	0.06888577328363012	-1.8091810731456016e-05	0
133	L1PA2_dup2283	chr7:91702347-91703070	-0.3204448582099137	0.978303119773372	0.011987090825265098	0.021029098806105755	0.1195436507936508	0	0.5421842616784086	-0.003574327268008852	0
134	L1PA8_dup3284	chr6:131940284-131940682	0.11197154606667	1.0454362261239112	0.0016750418760469012	0.00181190934921277	0.061429232906312706	0	0.13359462084669887	2.8335485454314553e-05	0
135	L1PA6_dup2759	chr7:39692892-39693580	-0.2453254957833754	1.050509328312251	0.003875968992248062	0.004648481338589656	0.11157963023029517	0	0.4575737853857772	-0.0005481694468990917	0
136	L1PA4_dup5266	chr7:50570842-50576976	0.3377969848353339	1.0	0.0033691990001086837	0.00394582229976318	0.9972362217525605	0	1.0	0.0013328868755560252	0
137	L1PA7_dup1883	chr2:228784038-228784736	0.1122442834610625	1.0	0.0009551098376313276	0.000998856992723859	0.1079492731209403	0	0.4228198687157124	4.740486708539218e-05	0
138	L1PA2_dup1091	chr4:14480752-14486827	0.1122442834610625	1.0	0.02897119341563786	0.11270417207876114	1.0044642857142858	1	1.0	0.012650399038052831	0
139	L1PA3_dup4898	chr7:95566033-95567455	0.2672564919179878	0.9975603867455638	0.009376465072667603	0.014554015807875022	0.23088163662932293	0	1.0	0.0038801659537306727	0
140	L1PA7_dup9716	chr11:36547110-36550276	0.11197154606667	1.0586276128242087	0.0002105706464518846	0.0002126600549545252	0.4896381070213424	0	1.0	2.5207908536200548e-05	0
141	L1PA3_dup7143	chrX:152385510-152386379	0.1122379790843767	0.9987789866139839	0.01611047180667434	0.03429132421643677	0.14109433349569736	0	0.8404307550975929	0.003230691047347006	0
142	L1PA8_dup2998	chr6:32278917-32280168	0.4284160801867174	1.0453893907293632	0.0015987210231814548	0.0017231745588354166	0.19308535267788238	0	1.0	0.0007717437581563246	0
143	L1PA3_dup2843	chr4:111394697-111397020	2.0988071936177977	0.9914902270655114	0.039890945616300764	0.2589520569362941	0.37717161876928074	0	1.0	0.538865459664405	0
144	L1PA7_dup2556	chr3:140643619-140644932	0.3084694502097708	1.0456224854655471	0.0012693577050012694	0.001347204140558582	0.20306217135787194	0	1.0	0.00043453071709050793	0
145	L1PA8_dup4888	chrX:76997207-76999427	-0.3210912875610828	1.0467854889857455	0.0	0.0	0.34264546997993517	0	1.0	-0.0	0
146	L1PA3_dup8329	chr12:61472100-61474076	0.5490445743675395	1.050009871215369	0.016194331983805668	0.03460563128448421	0.32083130378308167	0	1.0	0.019950223357703738	0
147	L1PA5_dup9652	chr14:48606743-48612848	0.1122442834610625	1.0453429404404369	0.0001092001092001092	0.0001097606928027674	0.9934906427990235	0	1.0	1.2878635809812966e-05	0
148	L1PA3_dup715	chr1:238207910-238208914	-0.0789844614978466	0.9878710440264143	0.03054448871181939	0.1279220121866171	0.16301347621367104	0	1.0	-0.009981302079351124	0
149	L1PA4_dup9620	chr12:73868260-73868395	0.1122379790843767	1.0452962857567405	0.0049382716049382715	0.006224989963304827	0.021947650788489675	0	0.02896946336406865	2.1157207792409396e-05	0
150	L1PA5_dup4732	chr6:122761880-122764546	0.5733804183177805	1.0	0.0008752188047011753	0.0009118842687215535	0.4338486574450773	0	1.0	0.0005228565834569678	0
151	L1PA3_dup3752	chr5:125918413-125924564	0.1122379790843767	1.0	0.011271879911125562	0.019122230966030836	0.9987010878389349	0	1.0	0.0021462405592119894	0
152	L1PA3_dup42	chr1:25058187-25061055	0.11197154606667	1.0	0.013017201301720129	0.02396634498595875	0.4656600097418412	0	1.0	0.0026835487016449856	0
153	L1PA5_dup10089	chr15:99417391-99421122	0.1122379790843767	0.986668340226708	0.002858929688197981	0.0032690618365677415	0.6071602929210741	0	1.0	0.00036202133616847275	0
154	L1PA2_dup4916	chr22:16021018-16027044	-0.3195803404630221	1.0453895975942853	0.011118486558247593	0.018726825212796682	0.9963624338624338	0	1.0	-0.006256369444806972	0
155	L1HS_dup1435	chr15:82882882-82888919	1.9131703580729555	1.0460418965069285	0.7507039920490309	1.5756406527433557	0.9980162010249628	0	1.0	3.1532608611472646	1
156	L1PA5_dup3886	chr5:112516497-112518480	0.11197154606667	1.0455761265262953	0.008740964868045051	0.013169268670848172	0.3227013832384052	0	1.0	0.0015417891720529197	0
157	L1PA4_dup1274	chr2:117871312-117875825	1.8688121117492795	1.0456221961639045	0.005465691705443534	0.007062350612251113	0.7337018370996586	0	1.0	0.01380033752123519	0
